,Post ID,Comments
1981,CvsI50SRnzC,Finally doing something with their Disney characters and their Disney princesses besides race whopping them and insulting them
1982,CvsI50SRnzC,"I quite wish it was the first 6 Disney princesses instead, Snow White, Cinderella, Aurora, Ariel, Belle, and Jasmine 😅 (but I'd like to see Tiana with them too) I wish we could see Aurora getting some screen time since she never gets any"
1983,CvsI50SRnzC,Well at least Ariel is the real Ariel! 👏👏👏❤️
1984,CvsI50SRnzC,Where is my middle Eastern queen princess jasmine
1985,CvsI50SRnzC,The fact the brought back Gaston’s original VA for this has me screaming.
1986,CvsI50SRnzC,Where’s Lefou
1987,CvsI50SRnzC,wow THE REAL ARIEL!!
1988,CvsI50SRnzC,Why not a animation with minifigures 😭 All this characters have minifigures forms
1989,CvsI50SRnzC,OK I want to watch this
1990,CvsI50SRnzC,better crossover than ralph breaks the internet tbh.
1991,CvsI50SRnzC,"Why is Gasdum there, but not Belle?"
1992,CvsI50SRnzC,Doesn’t look like Lego lol. It looks like the cheap Duplos 😂☠️
1993,CvsI50SRnzC,Yay they kept white Ariel ♥️
1994,CvsI50SRnzC,Gaston but no Belle?
1995,CvsI50SRnzC,Atleast they are keeping the characters original and not going with the woke remakes that has confused the life out of my two kids
1996,CvsI50SRnzC,"Big mistake, Ataturk has nothing to do with any of that. He was against monarchy and ended it."
1997,CvsI50SRnzC,They barely even look like legos
1998,CvsI50SRnzC,This is my avengers 🙌😂
1999,CvsI50SRnzC,Disney çocukluk kanalım... Beni hüsrana uğrattın.
2000,CvsI50SRnzC,#respectataturk
2001,CvsI50SRnzC,WE WANT TO WATCH ❤️ATATURK
2002,CvsI50SRnzC,#respectataturk
2003,CvsI50SRnzC,#respectataturk
2004,CvsI50SRnzC,RESPECT ATATURK
2005,CvsI50SRnzC,They look like playmobils…
2006,CvsI50SRnzC,Where is the little mermaid live action? Jajajjaja woke
2007,CvsI50SRnzC,ATATÜRK🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷
2008,CvsI50SRnzC,Türkiyede Disney üyeliği düşüşe varıyor...
2009,CvsI50SRnzC,#boycottdisneyplus #respectatatürk
2010,CvsI50SRnzC,#canceldisneyplus #respectatatürk
2011,CvsI50SRnzC,#Canceldisney+
2012,CvsI50SRnzC,#boykottdisney #respectatatürk
2013,CvsI50SRnzC,"The whole world respects Mustafa Kemal Atatürk.And after his death, almost the whole world showed its respect for him. ""The soldier-statesman was one of the greatest leaders of our time. ""He helped Turkey to take its rightful place among the most advanced nations of the world."" John F. KENNEDY, ""My regret is that my intense desire to meet this man is no longer possible."" Franklin D. ROOSEVELT , ""One of history's most careful, charming men has passed from the world stage."" Chicago Tribune, ""One of the most gifted leaders of the postwar era."" New York Times , ""Germany admires the work and struggle of ATATÜRK. It sees in him a mighty personality whose historical work will remain a symbol for all freedom-loving nations."" Berlin, German Agency, ""His work, accomplished by wise and peaceful methods, will leave its mark in the history of nations.""
Albert LEBRUN (French President), ""The man who hanged the centuries !.."" France, Paris Press, ""Atatürk's reforms are the remarkable event of our generation."" DailyTelegr"
2014,CvsI50SRnzC,#canceldisneyplus #boycottdisney #respectataturk
2015,CvsI50SRnzC,#respectatatürk #boykotdisneyplus #boycotdisney
2016,CvsI50SRnzC,I wonder witch  one is trans
2017,CvsI50SRnzC,This will be...... shit
2018,CvsI50SRnzC,❤️
2019,CvsI50SRnzC,@arianna.jazlynn
2020,CvsI50SRnzC,@nic_sharp23 @pommom530
2021,CvsI50SRnzC,@disneyanimation Where is the second #Wish trailer?
2022,CvsI50SRnzC,@miko_cosplays
2023,CvsI50SRnzC,@_tanzmaus
2024,CvsI50SRnzC,@_ericahunt uhh.. is King Triton a villain now?? 🫤
2025,CvsI50SRnzC,Adore how Ariel is front and centre - as she should be ♥️💜💚🧜‍♀️ can’t wait to watch. Looks brilliant @thedisneyprincesses
2026,CvsI50SRnzC,Gaston 😍
2027,CvsI50SRnzC,🙌
2028,CvsI50SRnzC,Wird sich demnächst reingezogen
2029,CvsI50SRnzC,this looks cute!
2030,Cvpka3KSs4S,#respectataturk
2031,Cvpka3KSs4S,#respectAtaturk
2032,Cvpka3KSs4S,Rest in peace Ray stevenson
2033,Cvpka3KSs4S,Respect Ataturk🇹🇷🤌🏻
2034,Cvpka3KSs4S,#respectataturk
2035,Cvpka3KSs4S,Why are all this turkish people talking about ataturk in a disney post?
2036,Cvpka3KSs4S,Father of the Turk #mustafakemalatatürk
2037,Cvpka3KSs4S,#respectataturk
2038,Cvpka3KSs4S,MUSTAFA KEMAL ATATÜRK 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷
2039,Cvpka3KSs4S,#respectatatürk
2040,Cvpka3KSs4S,#respectatatürk
2041,Cvpka3KSs4S,❤️ATATÜRK ❤️🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷
2042,Cvpka3KSs4S,ATATÜRK 💙💙
2043,Cvpka3KSs4S,Mustafa Kemalin askerleriyiz !
2044,Cvpka3KSs4S,Atatürk💗
2045,Cvpka3KSs4S,We are Atatürk's soldiers !!!
2046,Cvpka3KSs4S,#respectatatürk
2047,Cvpka3KSs4S,#respectatatürk
2048,Cvpka3KSs4S,#mustafakemalpaşa🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷❤️❤️❤️
2049,Cvpka3KSs4S,#atatürk 🇹🇷
2050,Cvpka3KSs4S,#atatürk
2051,Cvpka3KSs4S,ATATÜRK>>>>>>>>>>>>>>
2052,Cvpka3KSs4S,Atatürk
2053,Cvpka3KSs4S,"""Caesar!, Alexander!, Napoleon!, All Rise! Someone greater than all of you is coming MUSTAFA KEMAL ATATÜRK."" An announcement in Italy when Atatürk died (1938)"
2054,Cvpka3KSs4S,Atatürk
2055,Cvpka3KSs4S,🇹🇷🇹🇷🇹🇷
2056,Cvpka3KSs4S,🇹🇷🇹🇷🇹🇷
2057,Cvpka3KSs4S,#respectatatürk 🇹🇷
2058,Cvpka3KSs4S,🇹🇷🇹🇷🇹🇷🇹🇷
2059,Cvpka3KSs4S,"RESPECT ATATÜRK

Respektiere Atatürk

ATATÜRKE SAYGILI OLACAKSIN DİSNEY PLUS BİR ERMENİ LOBİSİ BASKISI YÜZÜNDEN SEN TÜRKLERE SAYGISIZLIK EDEMEZSİN"
2060,Cvpka3KSs4S,🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷
2061,Cvpka3KSs4S,🇹🇷
2062,Cvpka3KSs4S,ATATÜRK DESERVES TO HAVE HIS SHOW WETHER ARMENIANS LIKE IT OR NOT. HISTORY IS HISTORY AND INSTEAD OF AVOIDING IT DUE TO “pressure🥺” EDUCATE PEOPLE ON IT. you guys just lost so many members. put respect to his name 🇹🇷
2063,Cvpka3KSs4S,RIP Ray Stevenson
2064,Cvpka3KSs4S,🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷
2065,Cvpka3KSs4S,🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷
2066,Cvpka3KSs4S,Disney❌
2067,Cvpka3KSs4S,Gazi Mustafa Kemal Atatürk>>>>>>>disney
2068,Cvpka3KSs4S,MUSTAFA KEMAL ATATÜRK 🇹🇷🇹🇷🇹🇷
2069,Cvpka3KSs4S,#boykotdisneyplus
2070,Cvpka3KSs4S,ATturk
2071,Cvpka3KSs4S,#disneyplusboykot
2072,Cvpka3KSs4S,#respectatatürk
2073,Cvpka3KSs4S,Netflix>>>>>>Disney 🏳️‍🌈
2074,Cvpka3KSs4S,Atatürk> disney🏳️‍🌈
2075,Cvpka3KSs4S,"Given how trash Star Wars has been lately, this gives me no hope"
2076,Cvpka3KSs4S,Get the fu3k out of Türkiye
2077,Cvpka3KSs4S,Why did they name it ashoka
2078,Cvpka3KSs4S,🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷 #respectataturk
2079,Cvpka3KSs4S,#respectataturk
2080,Cvpj7waydNX,RESPECT ATATÜRK🇹🇷🇹🇷🇹🇷🇹🇷
2081,Cvpj7waydNX,#respectataturk
2082,Cvpj7waydNX,"I wish Vanessa Marshall, the voice of Hera, played her in live action"
2083,Cvpj7waydNX,Yes let’s freaking go!!!!!!
2084,Cvpj7waydNX,Zeb better be in here…gotta feeling this gone be all female rebels
2085,Cvpj7waydNX,Respect Atatürk ❤️
2086,Cvpj7waydNX,#mustafakemalatatürk
2087,Cvpj7waydNX,#boykotdisneyplus
2088,Cvpj7waydNX,Sabine looks like cosplay in this presentation😂
2089,Cvpj7waydNX,"""Caesar!, Alexander!, Napoleon!, All Rise! Someone greater than all of you is coming MUSTAFA KEMAL ATATÜRK."" An announcement in Italy when Atatürk died (1938)"
2090,Cvpj7waydNX,#atatürk
2091,Cvpj7waydNX,Im I wrong but I don't remember Sabine having a light Saber she is no jedi?
2092,Cvpj7waydNX,"My goodness Disney Lucas Hannibal Lecter why do you have all women why don’t you have all the women why isn’t all CGI it’s awesome it’s live action where’s Jar Jar why is Luke drinking blue milk.
Moist cheese bubble"
2093,Cvpj7waydNX,#boykotdisneyplus
2094,Cvpj7waydNX,Please don’t suck please don’t suck please don’t suck.
2095,Cvpj7waydNX,WHERES EZRA BRIDGER
2096,Cvpj7waydNX,Wait…was she wearing her Siege of Mandalore outfit ever before this in live action?
2097,Cvpj7waydNX,Mustafa Kemal Atatürk 🇹🇷🇹🇷🇹🇷
2098,Cvpj7waydNX,LIVE ACTION? OMGGG
2099,Cvpj7waydNX,#RespectAtatürk #disneyapologize #disneyiptalet
2100,Cvpj7waydNX,Sabine a Jedi please be gay as well
2101,Cvpj7waydNX,#respectatatürk
2102,Cvpj7waydNX,#disneyplusboykot
2103,Cvpj7waydNX,Where’s Zeb and Rex
2104,Cvpj7waydNX,WHERE IS CHOPPER
2105,Cvpj7waydNX,ATATÜRK DESERVES TO HAVE HIS SHOW WETHER ARMENIANS LIKE IT OR NOT. HISTORY IS HISTORY AND INSTEAD OF AVOIDING IT DUE TO “pressure🥺” EDUCATE PEOPLE ON IT. you guys just lost so many members. put respect to his name 🇹🇷
2106,Cvpj7waydNX,#boycottdisney
2107,Cvpj7waydNX,💩💩💩💩💩💩💩💩💩💩
2108,Cvpj7waydNX,🤮🤮🤮🤮
2109,Cvpj7waydNX,I’ve waited for this since 2018
2110,Cvpj7waydNX,My girls
2111,Cvpj7waydNX,Pro union
2112,Cvpj7waydNX,Guys u should watch Rebels immediately 🚨‼️
2113,Cvpj7waydNX,Uwuw girl power
2114,Cvpj7waydNX,can’t wait!!!🫶🏻
2115,Cvpj7waydNX,❤️
2116,Cvpj7waydNX,Where is Chopper?
2117,Cvpj7waydNX,❤️
2118,Cvpj7waydNX,Please disney say you working or plans finally add in the Aladdin series usa Sweden disney plus this year disney 100 years? You Disney would make so many Aladdin series fans so happy. If this year enjoy all the episodes of your beloved wonderful fun Aladdin series as much as you want usa Sweden disney plus. Peter Jöback dan Ekborg Anders öjebo some Swedish voices the Aladdin series. So please Disney Finally give the Aladdin series a go this year. Making us Aladdin series fans so happy. @disneyplus @disneytva @disneystudios @disneyanimation @disneystudios @disneytvstudios @disneyaladdin
2119,Cvpj7waydNX,🔥
2120,Cvpj7waydNX,🔥🔥🔥
2121,Cvpj7waydNX,"@supreme_leader_kevin, ✌🏽 weeks!! 🤩"
2122,Cvpj7waydNX,"Ahsoka, thempero e Thudo que há de bom"
2123,Cvpj7waydNX,🔥🔥🔥
2124,Cvpj7waydNX,Can’t wait 🙆‍♀️
2125,Cvpj7waydNX,🔥
2126,Cvpj7waydNX,❤️❤️❤️❤️❤️
2127,Cvpj7waydNX,there’s my girls 🥹🥹😭😭
2128,Cvpj7waydNX,WOOO SABINE IS BACK BABEY
2129,Cvpj7waydNX,Ezra is dead
2130,CvpdO0iLLl1,I’m still not gonna watch this
2131,CvpdO0iLLl1,Halle's singing was amazing and she looks incredible 🤩😍 🎶 🎶
2132,CvpdO0iLLl1,People are so mad because she black 😭
2133,CvpdO0iLLl1,The best Disney live action remake
2134,CvpdO0iLLl1,This movie was actually so good
2135,CvpdO0iLLl1,Finally got to see it and my wife and I agree it's better than the original. And the original was her favorite movie growing up. LOVED it.
2136,CvpdO0iLLl1,"Finally, they accepted that this movie is a flop ."
2137,CvpdO0iLLl1,The Best Live action Disney Movie and Princess ✨✨✨
2138,CvpdO0iLLl1,"Watched it recently, actually a very good movie. I'm not sure if I preferred it over the original animation but overall was a very good live action version. Tho it kind of puts into perspective how dense prince Eric is lmao"
2139,CvpdO0iLLl1,YES!! Now I can watch my favorite Disney remake at home in a month!!
2140,CvpdO0iLLl1,Imagine being mad over a Disney movie 😱
2141,CvpdO0iLLl1,What about Elemental?
2142,CvpdO0iLLl1,And now the sequel announcement 💕
2143,CvpdO0iLLl1,I am so glad it’s on Disney plus now so I can see it!
2144,CvpdO0iLLl1,I felt so embarrassed watching in at cinemas as boy while the most girls next to me watching it😶‍🌫️
2145,CvpdO0iLLl1,Can’t wait to watch it again! I saw it twice in theaters and absolutely loved the film.
2146,CvpdO0iLLl1,Oh okey cool 👏🏾👏🏾👏🏾
2147,CvpdO0iLLl1,Yeeeessss 😍 it’s going to be on Repeat just like the first Little Mermaid When I was little and annoyed 😡 my family for repeating it over and over 🤣🥰❤️🧜🏼‍♀️
2148,CvpdO0iLLl1,Forever the BEST live action from disney !!!!!
2149,CvpdO0iLLl1,Incoming racist comments for no reason
2150,CvpdO0iLLl1,i loved it halle was really the perfect role for this
2151,CvpdO0iLLl1,"This movie sucked. Why do we need to make these live action remakes, this isn’t about racism this is about the fact that this was an unnecessary movie that didn’t need to be made. We should be using these live action titles as a chance to make new stories in the live action format, with practical animatronics and new fun disney villains."
2152,CvpdO0iLLl1,Horrible movie! Didn’t even break even 😂 this movie needed 800 mil just to break even only did 500mil and the people that watch it knew it was trash. 🤷🏻‍♂️
2153,CvpdO0iLLl1,This why I don’t even waste my money on movie theaters cuz y’all just gone put the shit on some type of streaming services 😂😂
2154,CvpdO0iLLl1,Went to see this in theaters 3 times and will gladly stream multiple times a month because it’s that good ✨
2155,CvpdO0iLLl1,Amazing 👏
2156,CvpdO0iLLl1,No thanks
2157,CvpdO0iLLl1,“🥹🥹🧜🏽‍♀️🥹🥹”
2158,CvpdO0iLLl1,Nobody cares about this woke shit
2159,CvpdO0iLLl1,😍😍😍
2160,CvpdO0iLLl1,AMAZING ❤️🥹🌊🦀🐠🧜🏽‍♀️🐠🦀🌊🥹❤️
2161,CvpdO0iLLl1,Financial failure.
2162,CvpdO0iLLl1,Why is her dad still white? Lol guess she's adopted in this one
2163,CvpdO0iLLl1,Pay the writers
2164,CvpdO0iLLl1,No one watching it lol
2165,CvpdO0iLLl1,"Please take down this movie. It destroy everything. The history, the legend, our childhood memory...and now you want our child to watch it? BIG NO!!!!!"
2166,CvpdO0iLLl1,Dang it Bob. You released another woke crap film. Walt would be pissed.
2167,CvpdO0iLLl1,not the little mermaid without the red hair 🧐
2168,CvpdO0iLLl1,The vill way to ruin a story 🤢
2169,CvpdO0iLLl1,Please no politics in movies
2170,CvpdO0iLLl1,"The Worst disney movie ever. I never know that in england history there were a black queen, black mermaid. Im not caucasian and im very dissapointed watching thia movie. Really totatlly ruined my childhood memory!!!"
2171,CvpdO0iLLl1,Not my Ariel
2172,CvpdO0iLLl1,No
2173,CvpdO0iLLl1,no one cares
2174,CvpdO0iLLl1,Ehhh not exited or care for it
2175,CvpdO0iLLl1,Can’t wait to watch this flop
2176,CvpdO0iLLl1,Ariel from the hood !!
2177,CvpdO0iLLl1,and i’m still not gonna watch it
2178,CvpdO0iLLl1,YES!!! @freaky_bricks Finally!!! 🌊🌊🌊🌊🌊🌊
2179,CvpdO0iLLl1,@appletv and @disneyplus I want to add 2 more movies I would like to add that is the new movie the #barbiemovie and More Peter Pan movies to @appletv @disneyplus that will be great @appletv @disneyplus
2180,CvnGQvqxEbx,Groot movie? 🤔
2181,CvnGQvqxEbx,Hasn't been baby groot for 6/7
2182,CvnGQvqxEbx,"Total Concentration ,  Wood Breathing , first'form - I'm Groot"
2183,CvnGQvqxEbx,Groot can have a second season but not moon knight 🤦🏽‍♂️
2184,CvnGQvqxEbx,Finally a good Marvel !
2185,CvnGQvqxEbx,I think marvel and star wars need to go away for a while
2186,CvnGQvqxEbx,Groot respect button ❤️👉🏻
2187,CvnGQvqxEbx,"If you want to break the world film industry grossing record forever, please make Spiderman 4 with Tobey Maguire.🥺"
2188,CvnGQvqxEbx,Waste of money
2189,CvnGQvqxEbx,Respect Atatürk
2190,CvnGQvqxEbx,Atatürk Forever ❤️
2191,CvnGQvqxEbx,who is asking for these😂
2192,CvnGQvqxEbx,#RespectAtatürk
2193,CvnGQvqxEbx,"INDIANS 👉 
⣀
⠹⣦⡀⠀⠀⠀⠀⠀⠀⣴⣿⣷⣦
⠀⠘⢿⣤⣀⠀⠀⠀⠀⠙⣿⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⣤⣠⣤
⠀⠀⠈⠛⠿⣷⣶⣶⣶⣶⣿⣿⣿⣷⣦⣄⣀⣀⣠⣤⡶⠛⠋
⠀⠀⠀⠀⠀⠈⠉⠙⣿⣿⣿⣿⣿⣿⣿⣿⠿⠿⠿⠋
⠀⠀⠀⠀⠀⠀⠀⠀⠈⢿⣿⣿⣿⣿⣿⣿⡆
⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣿⣿⡀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠙⢻⣿⣿⣿⣿⣿⡇
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣿⣷
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢿⣿⣿⡿⢿⣿⣿⣷
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⡇⠀⠹⣿⣷⡀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣾⣿⠿⠀⠀⠀⠈⡀
 J A W A N 🔥"
2194,CvnGQvqxEbx,MUSTAFA KEMAL ATATÜRK
2195,CvnGQvqxEbx,🇹🇷🇹🇷
2196,CvnGQvqxEbx,YAYYYYYY IM SO EXCITED 😆😆😆
2197,CvnGQvqxEbx,Gonna be miles better than secret invasion
2198,CvnGQvqxEbx,Atatürk
2199,CvnGQvqxEbx,#respectatatürk
2200,CvnGQvqxEbx,#ATATÜRK 🇹🇷🇹🇷🇹🇷
2201,CvnGQvqxEbx,I’m not complaining bc this will prob be better than secret invasion💀
2202,CvnGQvqxEbx,YES PLZ I LOVE GROOT
2203,CvnGQvqxEbx,#atatürk
2204,CvnGQvqxEbx,#atatürk
2205,CvnGQvqxEbx,#ATATÜRK
2206,CvnGQvqxEbx,You're an actor who makes hundreds of dollars saying I'm Groot. 😀
2207,CvnGQvqxEbx,"Day 6
#RespectAtatürk"
2208,CvnGQvqxEbx,yall hating as if I am groot wasn't the best thing from phase 4 🔥🔥🔥
2209,CvnGQvqxEbx,"Marvel fans when they have original ideas: 😡
Marvel fans when they make second seasons to old projects: 😡
Marvel fans when there’s no new content: 😡
Marvel fans when there’s new content: 😡"
2210,CvnGQvqxEbx,oh my god….. i already know this is going to be so much better than Secret Invasion😭
2211,CvnGQvqxEbx,#respectAtatürk
2212,CvnGQvqxEbx,"Double tap on shahrukh khan and see magic❤️
⣀
⠹⣦⡀⠀⠀⠀⠀⠀⠀⣴⣿⣷⣦
⠀⠘⢿⣤⣀⠀⠀⠀⠀⠙⣿⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⣤⣠⣤
⠀⠀⠈⠛⠿⣷⣶⣶⣶⣶⣿⣿⣿⣷⣦⣄⣀⣀⣠⣤⡶⠛⠋
⠀⠀⠀⠀⠀⠈⠉⠙⣿⣿⣿⣿⣿⣿⣿⣿⠿⠿⠿⠋
⠀⠀⠀⠀⠀⠀⠀⠀⠈⢿⣿⣿⣿⣿⣿⣿⡆
⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣿⣿⡀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠙⢻⣿⣿⣿⣿⣿⡇
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣿⣷
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⢿⣿⣿⡿⢿⣿⣿⣷
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿⡇⠀⠹⣿⣷⡀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣾⣿⠿⠀⠀⠀⠈⡀
 J A W A N 🔥"
2213,CvnGQvqxEbx,#canceldisney
2214,CvnGQvqxEbx,#boycottdisney
2215,CvnGQvqxEbx,@_5abrina_ 😍
2216,CvnGQvqxEbx,@_natha_1993_  es wird mehr von Groot kommen 😁
2217,CvnGQvqxEbx,@susiewilson36 😉
2218,CvnGQvqxEbx,@love_juliet 😍
2219,CvnGQvqxEbx,@teddy_ted06 trop bien 😅
2220,CvnGQvqxEbx,@c.h.r.i.s_bdt 😍
2221,CvnGQvqxEbx,@emiliasanti_
2222,CvnGQvqxEbx,@rachyroo1606 🤙🏻
2223,CvnGQvqxEbx,🔥❤️ @ainur_marakanov
2224,CvnGQvqxEbx,@ladylavendraw
2225,CvnGQvqxEbx,@_prsrl
2226,CvnGQvqxEbx,@carloss.alonzo
2227,CvnGQvqxEbx,Oh yeah!! Remember vorig jaar in Kroatië! @cleodorgelo @yaradorgelo_ @jasper_twilt 😍
2228,CvnGQvqxEbx,@kellden83 😍😬😁
2229,CvnGQvqxEbx,#Disneycancel
2230,CvcrpgPrLk4,CANCEL DISNEY !!!!!!
2231,CvcrpgPrLk4,Why people boycott Disney? 🤔
2232,CvcrpgPrLk4,what happen? why is everyone canceling disney?
2233,CvcrpgPrLk4,Withdraw from Türkiye as soon as possible. Anyone who does not respect the founder of this country cannot live in this country!
2234,CvcrpgPrLk4,To cancel disney plus
2235,CvcrpgPrLk4,I'm canceling my disney plus subscription #respectataturk
2236,CvcrpgPrLk4,#respectataturk
2237,CvcrpgPrLk4,#respectataturk
2238,CvcrpgPrLk4,#respectataturk
2239,CvcrpgPrLk4,#respectataturk
2240,CvcrpgPrLk4,"disney Plus Turkish people are no more! If you are taking this decision, we are MUSTAFA KEMAL ATATÜRK'S CHILDREN! DISNEY PLUSI CANCELED IN TURKEY. MUSTAFA KEMAL ATATUEK IS OUR RED LINE!"
2241,CvcrpgPrLk4,#respectataturk 🇹🇷🇹🇷
2242,CvcrpgPrLk4,#respectataturk
2243,CvcrpgPrLk4,#boycottdisney
2244,CvcrpgPrLk4,#boycottdisney
2245,CvcrpgPrLk4,someone please tell us we weren't the only ones who cried the whole movie
2246,CvcrpgPrLk4,#boycottDisney #respectAtatürk 🇹🇷
2247,CvcrpgPrLk4,#respectataturk 🇹🇷🇹🇷🇹🇷🇹🇷
2248,CvcrpgPrLk4,#respectatatürk
2249,CvcrpgPrLk4,MUSTAFA KEMAL PAŞAMMMM 🫡☀️
2250,CvcrpgPrLk4,#boycottdisney
2251,CvcrpgPrLk4,#BoycottDisney
2252,CvcrpgPrLk4,#respectataturk🇹🇷
2253,CvcrpgPrLk4,#atatürk
2254,CvcrpgPrLk4,"For 3-5 Armenian marauders, you came before Turkey of 85 million people.  Atatürk is the greatest value in this world for Turks.  Don't even think about disrespect.  otherwise you will be deleted from this country.  Correct your mistake immediately.  I invite everyone in the world who respects Turks to cancel their Disney membership.  #respectatatürk"
2255,CvcrpgPrLk4,#respectataturk
2256,CvcrpgPrLk4,YAŞA MUSTAFA KEMAL PAŞA YAŞA ADIN YAZILACAK MÜCEVHER TAŞA 🇹🇷🇹🇷🇹🇷
2257,CvcrpgPrLk4,#respectataturk
2258,CvcrpgPrLk4,🇹🇷🇦🇿 #atatürk
2259,CvcrpgPrLk4,#türk
2260,CvcrpgPrLk4,Sizi rahat bırakmak yok. ATATÜRK tüm dünyanın saygı duyduğu bir lider.
2261,CvcrpgPrLk4,#atatürk
2262,CvcrpgPrLk4,#respectatatürk
2263,CvcrpgPrLk4,#boycottdisney
2264,CvcrpgPrLk4,#mustafakemalatatürk
2265,CvcrpgPrLk4,#respectataturk
2266,CvcrpgPrLk4,Daima Atatürk
2267,CvcrpgPrLk4,#boycottdisney
2268,CvcrpgPrLk4,#respectatatürk
2269,CvcrpgPrLk4,#respectataturk
2270,CvcrpgPrLk4,#disneyboykot #disneyracist #disneyunsubscribe
2271,CvcrpgPrLk4,#canceldisney
2272,CvcrpgPrLk4,#boycottdisney
2273,CvcrpgPrLk4,#respecataturk
2274,CvcrpgPrLk4,#boycottdisney
2275,CvcrpgPrLk4,#boycottdisney #respectatatürk
2276,CvcrpgPrLk4,#boycottdisney #respectataturk
2277,CvcrpgPrLk4,Atatürk'ün bazı milletleri ve o milletlerin köpeklerini kudurttuğu doğru. #respectataturk
2278,CvcrpgPrLk4,Mq evlatları Atatürk dizisini niye kaldırdınız lan
2279,CvcrpgPrLk4,Eğer atatürk dizisi yayınlanmazsa 1 yıllık aboneliğimi iptal edip çevremdekilerden de bu boykota destek isteyeceğim #boykot @disneyplustr @disneyplus
2280,CvXNuC5rCBB,Not gonna watch a show when he kissed his sister
2281,CvXNuC5rCBB,using a mcdonald’s bag to take deep breaths rn
2282,CvXNuC5rCBB,This is damn creative 🔥🔥🔥🔥🔥
2283,CvXNuC5rCBB,marvel finally took some notes on how to make good posters 🔥
2284,CvXNuC5rCBB,Waiting with just like my gf got home after met
2285,CvXNuC5rCBB,when will he come Moon Knight Season 2 ?
2286,CvXNuC5rCBB,AKSKFKKFLSLSKDKF YES
2287,CvXNuC5rCBB,Lets hope better
2288,CvXNuC5rCBB,We are waiting for Loki for very long. 🙌🔥
2289,CvXNuC5rCBB,THIS POSTER IS SO GORGEOUS
2290,CvXNuC5rCBB,GLORIOUS PURPOSE
2291,CvXNuC5rCBB,eu to passando mal
2292,CvXNuC5rCBB,thats my birthday thanks for the gift! just dont screw up this one too thanks bye
2293,CvXNuC5rCBB,Cannot wait to see loki and sylvie again!!
2294,CvXNuC5rCBB,AHHHHHHHHHHHHHH I CANT WAIT
2295,CvXNuC5rCBB,Journey from villain to HERO ❤
2296,CvXNuC5rCBB,Why not rename it Lady Loki?
2297,CvXNuC5rCBB,Time needs to move faster!!
2298,CvXNuC5rCBB,u better be good mate
2299,CvXNuC5rCBB,🤯 Amazing poster!🤯🙌🏻
2300,CvXNuC5rCBB,PLEASE BE BETTER THAN THE TRAILER
2301,CvXNuC5rCBB,Loki Indian Fans Button ✅✅👉
2302,CvXNuC5rCBB,SMASH
2303,CvXNuC5rCBB,Finally @himanshupatidar200 🤩
2304,CvXNuC5rCBB,Maratona marcada dnv? 👀 @gabrielgodoy @biasmacedo
2305,CvXNuC5rCBB,@grantshaw920
2306,CvXNuC5rCBB,@farrelly23
2307,CvXNuC5rCBB,@niko_colantonio  season two!! :)
2308,CvXNuC5rCBB,We are so proud of you @twhiddleston ! ❤️
2309,CvXNuC5rCBB,@victorh2000
2310,CvXNuC5rCBB,@laepz enfin
2311,CvXNuC5rCBB,@heigthcall OMGGGGG
2312,CvXNuC5rCBB,@jsonpangilinan 🙌🙌🙌
2313,CvXNuC5rCBB,@seanpatrickfinnn
2314,CvXNuC5rCBB,@steveburmeister
2315,CvXNuC5rCBB,@eleanorandherdogs
2316,CvXNuC5rCBB,@goo.dkan  แม่
2317,CvXNuC5rCBB,@nechtaly
2318,CvXNuC5rCBB,@tiago_souza04
2319,CvXNuC5rCBB,@prem.sethi.007
